symbol,action,shares,current_price,est_value_vnd,reason,target_execution,phase
VPL,BUY,31400,81100.0,2546540000.0,Đột Phá Cụm 1 | RVOL=2.75 | Tier 1 (Tiêu Chuẩn),TWAP 14:15 - 14:30 (Trần 5% ADV20),Phase 1 (Bảo Vệ T+)
