Date,Open,High,Low,Close,Volume
2020-01-02,9430.0,9810.0,9410.0,9690.0,4347610
2020-01-03,9810.0,9850.0,9580.0,9610.0,3626640
2020-01-06,9560.0,9790.0,9520.0,9630.0,3173480
2020-01-07,9740.0,9850.0,9670.0,9790.0,4163600
2020-01-08,9720.0,9990.0,9610.0,9760.0,9864300
2020-01-09,9850.0,10190.0,9850.0,10120.0,8592300
2020-01-10,10140.0,10820.0,10140.0,10620.0,14701830
2020-01-13,10510.0,10820.0,10470.0,10470.0,5317470
2020-01-14,10490.0,10730.0,10470.0,10600.0,7040780
2020-01-15,10600.0,10690.0,10490.0,10650.0,4364850
2020-01-16,10690.0,11260.0,10670.0,11230.0,8002680
2020-01-17,11370.0,11450.0,11090.0,11260.0,6412750
2020-01-20,11230.0,11400.0,11160.0,11330.0,4737420
2020-01-21,11370.0,11640.0,11330.0,11400.0,6063350
2020-01-22,11400.0,11610.0,11300.0,11540.0,4747210
2020-01-30,11230.0,11430.0,10820.0,10980.0,11319200
2020-01-31,11090.0,11380.0,11000.0,11000.0,11815850
2020-02-03,10600.0,11370.0,10490.0,11350.0,13869450
2020-02-04,11450.0,12130.0,11430.0,12130.0,14852770
2020-02-05,12350.0,12540.0,11980.0,11980.0,11732260
2020-02-06,12040.0,12680.0,11880.0,12520.0,10566600
2020-02-07,12400.0,12470.0,12020.0,12130.0,8960350
2020-02-10,11840.0,12310.0,11820.0,12000.0,6287560
2020-02-11,12130.0,12520.0,12110.0,12520.0,6762320
2020-02-12,12830.0,12830.0,12260.0,12260.0,10390830
2020-02-13,12330.0,12450.0,11950.0,12280.0,9485770
2020-02-14,12330.0,12330.0,12040.0,12080.0,6108570
2020-02-17,12130.0,12190.0,11910.0,11980.0,5818090
2020-02-18,12040.0,12280.0,12000.0,12040.0,7231540
2020-02-19,12080.0,12260.0,12080.0,12180.0,5895360
2020-02-20,12330.0,12490.0,12020.0,12130.0,9011120
2020-02-21,12080.0,12130.0,11570.0,11660.0,12049570
2020-02-24,11330.0,11450.0,10980.0,11000.0,12317180
2020-02-25,11000.0,11770.0,10980.0,11770.0,9764100
2020-02-26,11520.0,11820.0,11450.0,11640.0,6229210
2020-02-27,11610.0,11820.0,11540.0,11820.0,5524580
2020-02-28,11500.0,11750.0,11280.0,11610.0,7892390
2020-03-02,11700.0,11750.0,11450.0,11500.0,4873970
2020-03-03,11820.0,12150.0,11700.0,11930.0,9514110
2020-03-04,11860.0,11930.0,11730.0,11930.0,4587660
2020-03-05,12080.0,12110.0,11790.0,11790.0,5997630
2020-03-06,11640.0,11750.0,11470.0,11640.0,5353340
2020-03-09,10860.0,11140.0,10820.0,10820.0,10773760
2020-03-10,10820.0,11300.0,10450.0,11050.0,11071330
2020-03-11,11190.0,11280.0,10310.0,10470.0,8522410
2020-03-12,9920.0,10100.0,9740.0,9830.0,11314020
2020-03-13,9250.0,10100.0,9150.0,9900.0,10540670
2020-03-16,9900.0,9940.0,9250.0,9250.0,7506240
2020-03-17,9010.0,9560.0,8750.0,9470.0,7946050
2020-03-18,9610.0,9720.0,9450.0,9450.0,6424470
2020-03-19,9250.0,9290.0,8940.0,9060.0,4724410
2020-03-20,9200.0,9250.0,8850.0,8920.0,6426820
2020-03-23,8480.0,8570.0,8320.0,8320.0,6448830
2020-03-24,8320.0,8440.0,7960.0,8250.0,6361270
2020-03-25,8570.0,8810.0,8480.0,8810.0,7041040
2020-03-26,8600.0,8830.0,8480.0,8480.0,5121770
2020-03-27,8600.0,8620.0,8440.0,8570.0,6261510
2020-03-30,8050.000000000001,8119.999999999999,7990.0,7990.0,7331160
2020-03-31,8119.999999999999,8340.0,7480.0,7750.0,6102570
2020-04-01,7670.0,8270.0,7670.0,8250.0,5514550
2020-04-03,8390.0,8570.0,8340.0,8480.0,4625590
2020-04-06,8710.0,9060.0,8570.0,9060.0,10557010
2020-04-07,9110.0,9130.0,8830.0,8940.0,7256090
2020-04-08,8710.0,9010.0,8620.0,8880.0,4637260
2020-04-09,9010.0,9180.0,8920.0,8920.0,7265280
2020-04-10,8920.0,9060.0,8710.0,8780.0,5700980
2020-04-13,8750.0,9010.0,8690.0,8830.0,4183300
2020-04-14,8810.0,8900.0,8480.0,8660.0,7389910
2020-04-15,8660.0,8990.0,8660.0,8940.0,6758040
2020-04-16,8830.0,8970.0,8750.0,8920.0,3710320
2020-04-17,9250.0,9250.0,9010.0,9060.0,8578720
2020-04-20,9150.0,9220.0,8940.0,8940.0,6291720
2020-04-21,8850.0,8900.0,8460.0,8480.0,9299890
2020-04-22,8290.0,8880.0,8290.0,8690.0,6363800
2020-04-23,8790.0,8880.0,8660.0,8660.0,2950110
2020-04-24,8660.0,8710.0,8570.0,8660.0,2871100
2020-04-27,8750.0,8750.0,8510.0,8510.0,4305890
2020-04-28,8510.0,8710.0,8440.0,8600.0,3942840
2020-04-29,9010.0,9010.0,8620.0,9010.0,9337270
2020-05-04,8900.0,9220.0,8810.0,9040.0,7526760
2020-05-05,9040.0,9080.0,8850.0,8940.0,2976380
2020-05-06,8990.0,9150.0,8810.0,9110.0,6890670
2020-05-07,9110.0,9320.0,9060.0,9200.0,7523830
2020-05-08,9340.0,9760.0,9290.0,9430.0,12666220
2020-05-11,9580.0,9720.0,9430.0,9580.0,7654090
2020-05-12,9540.0,9830.0,9410.0,9760.0,6576780
2020-05-13,9650.0,9900.0,9540.0,9760.0,6959000
2020-05-14,9650.0,9810.0,9630.0,9630.0,5828440
2020-05-15,9720.0,9740.0,9410.0,9430.0,7303040
2020-05-18,9450.0,9630.0,9340.0,9630.0,5204650
2020-05-19,9920.0,10120.0,9830.0,10060.0,11023040
2020-05-20,9920.0,10060.0,9880.0,10060.0,5342980
2020-05-21,10080.0,10490.0,10060.0,10350.0,10616250
2020-05-22,10280.0,10650.0,10210.0,10280.0,7637850
2020-05-25,10330.0,10530.0,10240.0,10400.0,6731270
2020-05-26,10400.0,10510.0,10310.0,10450.0,6282980
2020-05-27,10510.0,10580.0,10100.0,10100.0,8420990
2020-05-28,10170.0,10350.0,10080.0,10170.0,5936110
2020-05-29,10120.0,10240.0,10120.0,10140.0,3561630
2020-06-01,10280.0,10600.0,10240.0,10600.0,7120400
2020-06-02,10730.0,10950.0,10550.0,10580.0,9588410
2020-06-03,10650.0,10840.0,10620.0,10820.0,6901900
2020-06-04,10910.0,11230.0,10860.0,11120.0,8945730
2020-06-05,11050.0,11140.0,10910.0,11020.0,5424300
2020-06-08,11210.0,11370.0,11090.0,11230.0,7059480
2020-06-09,11280.0,11280.0,10910.0,10910.0,6702380
2020-06-10,10910.0,11280.0,10860.0,11120.0,8248360
2020-06-11,11140.0,11190.0,10350.0,10350.0,9257760
2020-06-12,9970.0,10510.0,9970.0,10510.0,7094300
2020-06-15,10470.0,10600.0,9970.0,10060.0,7929180
2020-06-16,10380.0,10490.0,10240.0,10490.0,4034460
2020-06-17,10380.0,10490.0,10330.0,10380.0,2469120
2020-06-18,10240.0,10470.0,10240.0,10330.0,1954210
2020-06-19,10450.0,10550.0,10350.0,10530.0,2865250
2020-06-22,10510.0,10690.0,10490.0,10580.0,2986770
2020-06-23,10550.0,10620.0,10400.0,10490.0,2896760
2020-06-24,10550.0,10620.0,10240.0,10280.0,3055390
2020-06-25,10140.0,10310.0,10100.0,10240.0,2550180
2020-06-26,10380.0,10400.0,10100.0,10170.0,2337220
2020-06-29,10100.0,10170.0,9760.0,9880.0,4603180
2020-06-30,10040.0,10100.0,9650.0,9720.0,2812450
2020-07-01,9760.0,10060.0,9720.0,10060.0,2104360
2020-07-02,10100.0,10140.0,9970.0,10060.0,1743240
2020-07-03,10080.0,10120.0,10060.0,10060.0,2149960
2020-07-06,10190.0,10510.0,10120.0,10400.0,4849180
2020-07-07,10510.0,10690.0,10470.0,10580.0,6656300
2020-07-08,10580.0,10820.0,10510.0,10670.0,5304630
2020-07-09,10690.0,10910.0,10620.0,10860.0,6047940
2020-07-10,10820.0,10890.0,10620.0,10730.0,4645000
2020-07-13,10820.0,11090.0,10800.0,10800.0,6127280
2020-07-14,10800.0,10950.0,10730.0,10840.0,4016980
2020-07-15,10950.0,10980.0,10860.0,10860.0,2637330
2020-07-16,10820.0,10860.0,10690.0,10860.0,3780830
2020-07-17,10820.0,10950.0,10730.0,10860.0,3452100
2020-07-20,10860.0,10860.0,10720.0,10730.0,2923970
2020-07-21,10770.0,10800.0,10580.0,10750.0,2745180
2020-07-22,10800.0,10800.0,10530.0,10530.0,2698500
2020-07-23,10600.0,10600.0,10380.0,10530.0,2989960
2020-07-24,10400.0,10490.0,9830.0,10040.0,8461420
2020-07-27,9610.0,9880.0,9340.0,9340.0,7535580
2020-07-28,9540.0,9830.0,9470.0,9790.0,4278520
2020-07-29,9560.0,9610.0,9200.0,9410.0,4708610
2020-07-30,9490.0,9670.0,9470.0,9630.0,2574820
2020-07-31,9470.0,9690.0,9430.0,9560.0,2928540
2020-08-03,9560.0,9830.0,9540.0,9810.0,2692490
2020-08-04,9970.0,10060.0,9880.0,9940.0,3115850
2020-08-05,9970.0,10240.0,9920.0,10210.0,4575550
2020-08-06,10210.0,10280.0,10080.0,10100.0,2859860
2020-08-07,10190.0,10330.0,10120.0,10260.0,3870640
2020-08-10,10420.0,10550.0,10280.0,10280.0,4070190
2020-08-11,10490.0,10510.0,10280.0,10470.0,3873130
2020-08-12,10510.0,10730.0,10470.0,10550.0,4361920
2020-08-13,10730.0,10770.0,10690.0,10720.0,5131270
2020-08-14,10670.0,10750.0,10490.0,10600.0,5238720
2020-08-17,10490.0,10620.0,10450.0,10600.0,2898140
2020-08-18,10600.0,10620.0,10420.0,10470.0,2681950
2020-08-19,10470.0,10600.0,10450.0,10510.0,2560050
2020-08-20,10550.0,10620.0,10490.0,10510.0,4210180
2020-08-21,10600.0,11000.0,10600.0,10950.0,9577820
2020-08-24,11140.0,11190.0,11000.0,11000.0,4407840
2020-08-25,11070.0,11210.0,11000.0,11140.0,5203350
2020-08-26,11050.0,11330.0,11020.0,11140.0,6796160
2020-08-27,11090.0,11300.0,11090.0,11160.0,3085280
2020-08-28,11230.0,11450.0,11190.0,11330.0,9589990
2020-08-31,11590.0,11820.0,11370.0,11590.0,7359810
2020-09-01,11590.0,11790.0,11540.0,11790.0,4773840
2020-09-03,11880.0,12000.0,11660.0,11700.0,8343610
2020-09-04,11540.0,11910.0,11540.0,11730.0,6578630
2020-09-07,11770.0,11790.0,11280.0,11280.0,8021370
2020-09-08,11380.0,11520.0,11190.0,11520.0,5505960
2020-09-09,11330.0,11500.0,11300.0,11400.0,3872280
2020-09-10,11450.0,11570.0,11400.0,11400.0,2655550
2020-09-11,11350.0,11590.0,11350.0,11540.0,3472470
2020-09-14,11730.0,11730.0,11520.0,11540.0,2823060
2020-09-15,11570.0,11610.0,11450.0,11450.0,3265100
2020-09-16,11470.0,11470.0,11350.0,11370.0,3970480
2020-09-17,11400.0,11570.0,11380.0,11400.0,3996280
2020-09-18,11500.0,11660.0,11450.0,11640.0,4213030
2020-09-21,11730.0,11790.0,11540.0,11610.0,5072680
2020-09-22,11540.0,11660.0,11500.0,11640.0,4239110
2020-09-23,11700.0,12000.0,11680.0,11840.0,6418220
2020-09-24,11820.0,11860.0,11660.0,11730.0,3582600
2020-09-25,11770.0,11820.0,11590.0,11820.0,4630970
2020-09-28,11910.0,12380.0,11910.0,12240.0,12014920
2020-09-29,12350.0,12350.0,12000.0,12000.0,5950290
2020-09-30,12000.0,12060.0,11840.0,11980.0,4764680
2020-10-01,12110.0,12180.0,11980.0,12000.0,5391110
2020-10-02,12210.0,12350.0,11860.0,12150.0,13241830
2020-10-05,12400.0,12470.0,12280.0,12400.0,5939210
2020-10-06,12450.0,12470.0,12260.0,12260.0,5909080
2020-10-07,12210.0,12520.0,12180.0,12180.0,8357770
2020-10-08,12260.0,12350.0,12080.0,12240.0,6514330
2020-10-09,12260.0,12540.0,12260.0,12470.0,10113630
2020-10-12,13330.0,13330.0,12970.0,13120.0,16827340
2020-10-13,13070.0,13980.0,12970.0,13780.0,10920290
2020-10-14,13850.0,13920.0,13530.0,13530.0,8338720
2020-10-15,13620.0,13760.0,13530.0,13550.0,10107170
2020-10-16,13760.0,14180.0,13620.0,14040.0,12956750
2020-10-19,14480.0,14630.0,14390.0,14510.0,9648680
2020-10-20,14370.0,14580.0,14290.0,14480.0,9963500
2020-10-21,14530.0,14630.0,13990.0,13990.0,9191450
2020-10-22,13980.0,14440.0,13890.0,14440.0,8715860
2020-10-23,14530.0,14550.0,14250.0,14340.0,6636530
2020-10-26,14390.0,14390.0,13760.0,13760.0,8904630
2020-10-27,13760.0,14020.0,13650.0,13870.0,11228060
2020-10-28,13760.0,13960.0,13480.0,13480.0,7936180
2020-10-29,13390.0,13620.0,13120.0,13120.0,11708930
2020-10-30,13210.0,13310.0,12720.0,13070.0,9099270
2020-11-02,13210.0,13710.0,13170.0,13710.0,5194990
2020-11-03,13830.0,13850.0,13580.0,13620.0,4957760
2020-11-04,13670.0,13980.0,13580.0,13800.0,7152600
2020-11-05,13760.0,13940.0,13650.0,13650.0,5810810
2020-11-06,13670.0,13830.0,13620.0,13650.0,5382100
2020-11-09,13830.0,14020.0,13830.0,13960.0,7890820
2020-11-10,14060.0,14180.0,13800.0,13800.0,8706210
2020-11-11,13870.0,13940.0,13710.0,13760.0,6063870
2020-11-12,13800.0,14080.0,13800.0,13980.0,5609690
2020-11-13,14060.0,14440.0,14060.0,14410.0,10712410
2020-11-16,14630.0,14740.0,14340.0,14390.0,15774840
2020-11-17,14530.0,14720.0,14440.0,14660.0,8707180
2020-11-18,14660.0,14840.0,14600.0,14770.0,7298690
2020-11-19,14770.0,15020.0,14680.0,15020.0,13599610
2020-11-20,15040.0,15080.0,14860.0,14970.0,7237750
2020-11-23,14970.0,14970.0,14700.0,14840.0,7136380
2020-11-24,14950.0,14950.0,14660.0,14770.0,8848310
2020-11-25,14970.0,15110.0,14840.0,14880.0,10715800
2020-11-26,14880.0,15450.0,14860.0,15350.0,11623080
2020-11-27,15420.0,15550.0,15330.0,15350.0,6224220
2020-11-30,15350.0,15420.0,15110.0,15110.0,11002280
2020-12-01,14880.0,15330.0,14840.0,15280.0,9713470
2020-12-02,15280.0,15420.0,15150.0,15220.0,8657370
2020-12-03,15250.0,15350.0,15200.0,15250.0,6256350
2020-12-04,15330.0,15740.0,15280.0,15650.0,18959210
2020-12-07,15790.0,15830.0,15600.0,15650.0,7312770
2020-12-08,15650.0,15670.0,15470.0,15550.0,8604990
2020-12-09,15550.0,15740.0,15540.0,15550.0,8148750
2020-12-10,15550.0,15740.0,15330.0,15330.0,10188750
2020-12-11,15520.0,15690.0,15310.0,15670.0,8093800
2020-12-14,15920.0,16050.0,15740.0,15960.0,10847590
2020-12-15,15960.0,15960.0,15620.0,15790.0,10988240
2020-12-16,15830.0,16000.0,15830.0,15960.0,7708110
2020-12-17,15960.0,16050.0,15590.0,15590.0,14327750
2020-12-18,15690.0,15830.0,15590.0,15830.0,5660480
2020-12-21,15860.0,16219.999999999998,15780.0,15940.0,7880530
2020-12-22,16050.0,16190.000000000002,15900.0,15920.0,6431410
2020-12-23,16000.0,16000.0,15740.0,15780.0,5748780
2020-12-24,15780.0,15920.0,14720.0,15530.0,8307780
2020-12-25,15590.0,15880.0,15240.0,15880.0,8006910
2020-12-28,16000.0,16100.000000000002,15640.0,15690.0,6379650
2020-12-29,15690.0,15810.0,15590.0,15620.0,5009810
2020-12-30,15710.0,15980.0,15620.0,15710.0,5580940
2020-12-31,15760.0,15900.0,15710.0,15810.0,4513160
2021-01-04,16000.0,16470.0,15960.0,16239.999999999998,14041500
2021-01-05,16190.000000000002,16450.0,16100.000000000002,16190.000000000002,9215200
2021-01-06,16470.0,17310.0,16340.0,17310.0,15419900
2021-01-07,17610.0,18130.0,17570.0,17780.0,10679600
2021-01-08,18070.0,18070.0,17610.0,17710.0,8380100
2021-01-11,17800.0,18110.0,17660.0,17710.0,10911700
2021-01-12,17710.0,17800.0,17420.0,17610.0,9154200
2021-01-13,17680.0,18050.0,17610.0,17680.0,9063900
2021-01-14,17840.0,18000.0,17610.0,17900.0,8275700
2021-01-15,18070.0,18350.0,17980.0,18070.0,11321800
2021-01-18,18110.0,18230.0,17660.0,17660.0,7197000
2021-01-19,17610.0,17660.0,16420.0,16420.0,14466500
2021-01-20,16470.0,16640.0,15460.0,16309.999999999998,11184000
2021-01-21,16520.0,16930.0,16239.999999999998,16930.0,7568900
2021-01-22,16900.0,17520.0,16780.0,17200.0,11333200
2021-01-25,17070.0,17180.0,16690.0,16830.0,6580500
2021-01-26,16690.0,16710.0,15780.0,15780.0,8285900
2021-01-27,15640.0,16070.0,14860.0,14910.0,9544300
2021-01-28,14060.0,14600.0,13880.0,13880.0,13297400
2021-01-29,13170.0,14810.0,13170.0,13960.0,14819400
2021-02-01,14550.0,14910.0,14410.0,14630.0,12315100
2021-02-02,14550.0,15550.0,14510.0,15510.0,7767300
2021-02-03,15780.0,16120.000000000002,15550.0,15960.0,10075600
2021-02-04,15920.0,16030.000000000002,15670.0,15880.0,9413200
2021-02-05,15980.0,16379.999999999998,15900.0,16379.999999999998,8496700
2021-02-08,16470.0,16520.0,15510.0,15570.0,12845300
2021-02-09,15760.0,16219.999999999998,15550.0,16190.000000000002,8069900
2021-02-17,16640.0,16830.0,16400.0,16830.0,9896400
2021-02-18,16780.0,16950.0,16600.0,16830.0,10032300
2021-02-19,16600.0,17160.0,16520.0,16930.0,12154600
2021-02-22,16930.0,17400.0,16830.0,16930.0,11349900
2021-02-23,16980.0,17200.0,16930.0,16950.0,8347300
2021-02-24,17140.0,17450.0,16950.0,17160.0,14250600
2021-02-25,17280.0,17330.0,16950.0,17070.0,8490300
2021-02-26,16810.0,17090.0,16690.0,17050.0,8851000
2021-03-01,17280.0,17470.0,17200.0,17420.0,13954000
2021-03-02,17610.0,17660.0,17370.0,17370.0,7320600
2021-03-03,17570.0,17750.0,17520.0,17660.0,13074300
2021-03-04,17840.0,17840.0,17160.0,17520.0,10315800
2021-03-05,17420.0,17590.0,17160.0,17370.0,10156400
2021-03-08,17570.0,17660.0,17180.0,17330.0,7574900
2021-03-09,17330.0,17330.0,16980.0,17020.0,10113900
2021-03-10,17050.0,17280.0,16950.0,17180.0,7468500
2021-03-11,17350.0,17590.0,17280.0,17470.0,7639300
2021-03-12,17540.0,17610.0,17350.0,17350.0,6997500
2021-03-15,17370.0,17470.0,17260.0,17370.0,6762100
2021-03-16,17450.0,17470.0,17230.0,17240.0,7061600
2021-03-17,17260.0,18110.0,17200.0,18080.0,23685900
2021-03-18,18850.0,18960.0,18390.0,18530.0,16047000
2021-03-19,18460.0,18710.0,18440.0,18510.0,8287200
2021-03-22,18730.0,19100.0,18530.0,18800.0,20682100
2021-03-23,18850.0,18880.0,18390.0,18530.0,14649900
2021-03-24,18300.0,18510.0,17800.0,17840.0,18260600
2021-03-25,18070.0,18370.0,17800.0,18020.0,14674100
2021-03-26,17980.0,18200.0,17280.0,17870.0,16252400
2021-03-29,18110.0,18320.0,17980.0,18300.0,11589800
2021-03-30,18440.0,18660.0,18230.0,18480.0,11152600
2021-03-31,18480.0,18680.0,18300.0,18370.0,11841600
2021-04-01,18440.0,18920.0,18440.0,18780.0,18695800
2021-04-02,18980.0,19010.0,18760.0,18900.0,12198800
2021-04-05,19200.0,19350.0,18980.0,19200.0,16216000
2021-04-06,19180.0,19910.0,19030.0,19670.0,22526100
2021-04-07,19670.0,20030.0,19580.0,19670.0,12150700
2021-04-08,19670.0,19810.0,19490.0,19490.0,11652100
2021-04-09,19440.0,19540.0,19350.0,19440.0,14650600
2021-04-12,19490.0,19810.0,19420.0,19760.0,13503200
2021-04-13,19890.0,19890.0,19200.0,19230.0,15121500
2021-04-14,19170.0,19670.0,18980.0,19560.0,14310200
2021-04-15,19630.0,19670.0,19200.0,19300.0,13938300
2021-04-16,19390.0,19760.0,18660.0,19200.0,21441800
2021-04-19,19300.0,19440.0,18900.0,19440.0,16032000
2021-04-20,19510.0,19740.0,18980.0,19200.0,23241600
2021-04-22,19100.0,19180.0,17900.0,17900.0,21428500
2021-04-23,18050.0,18940.0,17840.0,18900.0,17558700
2021-04-26,18900.0,18900.0,18130.0,18160.0,12681700
2021-04-27,18080.0,18350.0,17980.0,18130.0,7161800
2021-04-28,18110.0,18510.0,18080.0,18180.0,7986500
2021-04-29,18300.0,18680.0,18180.0,18660.0,14195400
2021-05-04,18320.0,19670.0,18320.0,19670.0,25413700
2021-05-05,19940.0,20310.0,19830.0,19830.0,22165900
2021-05-06,19670.0,19980.0,19540.0,19630.0,19927200
2021-05-07,19470.0,20080.0,19350.0,20030.0,25587800
2021-05-10,20590.0,20620.0,20360.0,20490.0,25185800
2021-05-11,20480.0,20540.0,20220.0,20220.0,15717800
2021-05-12,20080.0,20590.0,20060.0,20590.0,19602800
2021-05-13,20450.0,21570.0,20430.0,21270.0,34020000
2021-05-14,21500.0,21700.0,21340.0,21500.0,17062600
2021-05-17,21520.0,21780.0,21220.0,21390.0,17025300
2021-05-18,21340.0,21480.0,21130.0,21290.0,17653600
2021-05-19,21410.0,22070.0,21270.0,21960.0,17470800
2021-05-20,22260.0,22370.0,21980.0,22370.0,14056500
2021-05-21,22370.0,22550.0,22050.0,22070.0,15853000
2021-05-24,22320.0,23600.0,22230.0,23420.0,30504900
2021-05-25,23560.0,23790.0,23380.0,23380.0,10875800
2021-05-26,23420.0,23700.0,23230.0,23560.0,13860100
2021-05-27,23600.0,23650.0,22870.0,22970.0,19716800
2021-05-28,23140.0,23470.0,22920.0,23420.0,16908700
2021-05-31,23420.0,24290.0,23330.0,24290.0,17663200
2021-06-01,24470.0,24660.0,24010.0,24060.0,10726300
2021-06-02,23700.0,24200.0,23600.0,23790.0,14835300
2021-06-03,24240.0,24800.0,23790.0,24520.0,17478700
2021-06-04,24570.0,25110.0,24520.0,24700.0,12980000
2021-06-07,24570.0,24610.0,23330.0,23790.0,17794800
2021-06-08,23600.0,24010.0,22410.0,22410.0,16100500
2021-06-09,22640.0,23330.0,22190.0,23100.0,14885700
2021-06-10,23100.0,23280.0,22640.0,22640.0,11556800
2021-06-11,22870.0,24200.0,22690.0,24200.0,17955900
2021-06-14,24380.0,24700.0,23790.0,24010.0,14106200
2021-06-15,24010.0,24240.0,23700.0,23830.0,16190500
2021-06-16,23600.0,23600.0,23100.0,23100.0,21380600
2021-06-17,22640.0,23330.0,22600.0,23100.0,17430700
2021-06-18,23510.0,24010.0,23330.0,23420.0,13217400
2021-06-21,23190.0,23560.0,22870.0,23010.0,11267800
2021-06-22,23190.0,23970.0,22920.0,23740.0,21910600
2021-06-23,23880.0,24470.0,23740.0,24110.0,16906300
2021-06-24,24700.0,25020.0,24290.0,24420.0,24594800
2021-06-25,24340.0,24610.0,23970.0,24610.0,14298400
2021-06-28,24930.0,25060.0,24610.0,24880.0,13909500
2021-06-29,24880.0,25020.0,24470.0,24660.0,18646000
2021-06-30,24700.0,24930.0,24010.0,24110.0,31366000
2021-07-01,24110.0,24380.0,23740.0,23970.0,29241200
2021-07-02,24110.0,24340.0,23970.0,24110.0,16549400
2021-07-05,24110.0,24240.0,23560.0,23830.0,19600400
2021-07-06,24010.0,24340.0,22190.0,22190.0,22943500
2021-07-07,22890.0,23120.0,22190.0,23050.0,26836900
2021-07-08,23180.0,23600.0,22780.0,22780.0,14109100
2021-07-09,22530.0,22890.0,21830.0,22190.0,18298100
2021-07-12,21860.0,21890.0,20640.0,20640.0,27996400
2021-07-13,20950.0,21210.0,19940.0,20420.0,11766000
2021-07-14,20450.0,20860.0,19880.0,19880.0,16349700
2021-07-15,19930.0,20910.0,19830.0,20640.0,15109200
2021-07-16,20880.0,20880.0,20450.0,20450.0,9668400
2021-07-19,19760.0,20030.0,19030.0,19030.0,20727100
2021-07-20,19060.0,19650.0,18670.0,19630.0,20034800
2021-07-21,19740.0,19970.0,19290.0,19380.0,9944500
2021-07-22,19380.0,20030.0,19320.0,19760.0,13304000
2021-07-23,19560.0,19880.0,19180.0,19180.0,16029900
2021-07-26,19000.0,19180.0,18760.0,18970.0,10149700
2021-07-27,19180.0,19680.0,19120.0,19180.0,15896500
2021-07-28,19180.0,19530.0,19180.0,19410.0,7149800
2021-07-29,19650.0,20150.0,19590.0,20000.0,17023000
2021-07-30,20060.0,20480.0,20030.0,20300.0,20779300
2021-08-02,19930.0,20180.0,19850.0,19910.0,25006000
2021-08-03,19910.0,20120.0,19630.0,20120.0,22282600
2021-08-04,20240.0,20330.0,20000.0,20060.0,15287900
2021-08-05,20000.0,20180.0,19830.0,20180.0,13354900
2021-08-06,20270.0,20590.0,20120.0,20150.0,18941900
2021-08-09,20120.0,20420.0,20030.0,20390.0,15498800
2021-08-10,20620.0,20620.0,20330.0,20450.0,12035700
2021-08-11,20450.0,20710.0,20240.0,20240.0,17304500
2021-08-12,20360.0,20500.0,20240.0,20300.0,13117700
2021-08-13,20300.0,20420.0,19880.0,20240.0,12211300
2021-08-16,20240.0,20910.0,20120.0,20710.0,21662500
2021-08-17,20880.0,20950.0,20390.0,20420.0,11928200
2021-08-18,20480.0,20530.0,20240.0,20360.0,11145200
2021-08-19,20270.0,20360.0,20150.0,20240.0,11372200
2021-08-20,20240.0,20500.0,18890.0,19290.0,23428900
2021-08-23,19290.0,19740.0,19260.0,19290.0,19696000
2021-08-24,19410.0,19590.0,19260.0,19320.0,11178500
2021-08-25,19290.0,19360.0,18700.0,18970.0,18206800
2021-08-26,19060.0,19290.0,18350.0,18410.0,21097200
2021-08-27,18110.0,18410.0,17760.0,18380.0,19888900
2021-08-30,18530.0,19060.0,18470.0,19060.0,13238800
2021-08-31,19180.0,19200.0,18760.0,18760.0,12240800
2021-09-01,18760.0,19060.0,18650.0,18910.0,15294300
2021-09-06,18910.0,19060.0,18760.0,18910.0,11552700
2021-09-07,18970.0,19440.0,18970.0,19260.0,10817600
2021-09-08,19360.0,19500.0,18890.0,18970.0,8356000
2021-09-09,18970.0,19120.0,18940.0,19120.0,7646900
2021-09-10,19180.0,19290.0,19060.0,19060.0,6653200
2021-09-13,19030.0,19090.0,18760.0,18790.0,8458400
2021-09-14,18830.0,18910.0,18410.0,18410.0,8996700
2021-09-15,18290.0,18580.0,18290.0,18380.0,7128400
2021-09-16,18580.0,18910.0,18530.0,18670.0,6372600
2021-09-17,18730.0,18970.0,18700.0,18760.0,6833300
2021-09-20,19060.0,19060.0,18790.0,18790.0,8741100
2021-09-21,18580.0,18700.0,18470.0,18580.0,8136200
2021-09-22,18530.0,18610.0,18380.0,18500.0,7714100
2021-09-23,18580.0,18830.0,18530.0,18650.0,8174400
